c_custkey,c_name,c_address,c_nationkey,c_phone,c_acctbal,c_mktsegment,c_comment
2647,Customer#000002647,1nUzjsH9HS1sPAGLwDIom9IESivLeEh1BvyynjU,46,21-285-410-4046,2788.4480656188207,BUILDING,"ymptotes. ironic, unusual notornis wake after the ironic, special deposits. blithely fina"
2648,Customer#000002648,RKPx2OfZy0Vn 8wGWZ7F2EAvmMORl1k8iH,9,19-190-993-9281,5739.557666860051,HOUSEHOLD,ix slowly. express packages along the furiously ironic requests integrate daringly deposits. fur
2649,Customer#000002649,s0fqxkVVqLWR  IaqibwwOf,20,30-309-437-9265,-1032.3170800188382,AUTOMOBILE,"usly final orbits are? unusual, ironic accounts are slyly. unusual requests sleep after the ironic,"
2650,Customer#000002650,"EU0xvmWvOmUUn5J,2z85DQyG7QCJ9Xq7",15,25-923-255-2929,5349.322832153108,MACHINERY,ithely. ruthlessly final requests wake slyly alongside of the furiously silent pinto beans. even the
2651,Customer#000002651,"uOFz ,iMYi02Ksr13Q2nBCETCpSp",15,25-811-790-3533,5974.31245880685,FURNITURE,ages. regular ideas sleep. bold foxes affix. regular instructions haggle. bravely unusual requests haggl
2652,Customer#000002652,F2YYbRT2EV,16,26-395-247-2207,8195.931148930109,HOUSEHOLD,xpress instructions breach; pending request
2653,Customer#000002653,nmbpR1rqOdlUDvT6C HXUhm2,5,15-642-801-1329,304.1653259665304,BUILDING, might wake. sometimes unusual requests cajole carefully about the excuses. stealthily final requests wake quick
2654,Customer#000002654,RMY8 LyGnJ67NGc5cxPYiIDSF,40,33-633-470-5945,1856.180459521151,FURNITURE,gular patterns cajole slyly blithely final ideas? furiously unusual courts wake among 
2655,Customer#000002655,L OAVSFQauP87kLdHouM8,38,13-970-299-8199,4380.154056034991,MACHINERY,"ts. brave, express packages boost. even, pending instructions nag blithely regular theodolite"
2656,Customer#000002656,Ltx17nO9Wwhtdbe9QZVxNgP98V7xW97uvSH1prEw,9,19-225-978-5670,1275.6663854633853,HOUSEHOLD,thely final ideas around the quickly final dependencies affix carefully quickly final theodolites. final accounts c
2657,Customer#000002657,PkWS 3HlXqwTuzrKg633BEi,23,33-464-151-3439,-364.42785520982596,BUILDING,ckages. requests sleep slyly. quickly even pinto beans promise above the slyly regular pinto beans. 
2658,Customer#000002658,OB JBXz5fghXsYEaClW8PZpDmxMVZct,5,15-253-270-5149,10118.14242745849,HOUSEHOLD,"foxes. even, special theodolites boost. furiously silent packages haggle? furiously "
2659,Customer#000002659,"vLP7iNZBK4B,HANFTKabVI3AO Y9O8H",17,27-357-139-7164,-1315.97674885789,BUILDING, detect. packages wake slyly express foxes. even deposits ru
2660,Customer#000002660,"q5 gKwc7PBQOyd,H",17,27-938-997-6262,7002.388369482898,FURNITURE,ully regular deposits. slyly ironic requests wake along the depos
2661,Customer#000002661,"btAl2dQdvNV9cEzTwVRloTb08sLYKDopV2cK,p",34,20-487-747-8857,2422.273995998269,MACHINERY, theodolites use stealthy asymptotes. frets integrate even instructions. car
2662,Customer#000002662, 8w2pIiA4wWAhtjAdXR,25,16-843-486-5087,8310.511131940266,BUILDING, express dependencies use fluffily final platelets. furiously regular accounts wake furiously. carefully careful cou
2663,Customer#000002663,OdY W13N7Be3OC5MpgfmcYss0Wn6TKT,3,13-312-472-8245,2767.455486956224,HOUSEHOLD,deposits. special deposits cajole slyly. fluffily special deposits about the furiously 
2664,Customer#000002664,TmpTFwt3b0 WQUmljE1LKbg50dtQszn67qEog,12,22-941-606-7227,5256.395653606848,HOUSEHOLD,"unusual accounts. slyly ironic pinto beans nag against the regular, regular requests. slyly p"
2665,Customer#000002665,"K61SvIue3Emcwfel,7f9tO5WyJ58MbT7k3iS",2,12-100-890-4659,392.1886327491113,FURNITURE,ickly even pinto beans affix across the bravel
2666,Customer#000002666,cJ3cHoAjAiaxTU2t87EJM,4,14-152-594-2967,1455.9684925521942,MACHINERY,dolphins haggle fluffily across the final requests. regularly unusual sentiments detect fluffily requests. regular
2667,Customer#000002667,2Koh mYARhsVcFn0U2Abt35qIyedAr1TxP,17,27-460-529-3937,-405.57462066829055,HOUSEHOLD,s. carefully unusual deposits are foxes. furiously even foxes nag carefully according to the furiously express 
2668,Customer#000002668,miE7JrCdGpQkF4zYJ27tBdSu IYhQ HXx0 ,22,32-902-936-4845,945.9807737189515,BUILDING,xcuses. regular pains wake slyly across the ruthlessly ironic dependencies. e
2669,Customer#000002669," V1FCIeSseuyNGYfHS Rx0,sc4IsBfReV",4,14-480-931-8567,8737.602963864923,MACHINERY,lar courts. furiously pending dependencies cajole blithely? fluffily regular deposits cajol
2670,Customer#000002670,"5IW,WROVnikc3l7DwiUDGQNGsLBGOL6Dc0",44,11-936-295-6204,5730.336641621352,FURNITURE,packages nag furiously. carefully unusual accounts snooze according to the fluffily regular pinto beans. slyly spec
2671,Customer#000002671,OrOUBBV7NlzVFXtuSOECmQFOkw8r,5,15-455-954-2914,1209.9898770657162,FURNITURE,s deposits. blithely even packages sleep carefully ironic deposits. quickly ironic accou
2672,Customer#000002672,"B3OhbH0MRJE,F0Lc7Jq0Ttv3",44,11-742-434-6436,-1471.8899383224266,FURNITURE,y ironic instructions are quickly about the slyly silent pinto beans. quickly final dependenci
2673,Customer#000002673,"0uAMe1ICB,wts4STD4eLL",36,33-408-194-5161,2482.260365128014,HOUSEHOLD,gular deposits among the thin instructions haggle since the furiously final packages. ideas use. regular i
2674,Customer#000002674,"56K JjC bMcgbXlJA4KI Icu uggsRoviMQm,F",29,17-494-757-5759,8547.013678329227,FURNITURE, according to the slyly bold accounts. 
2675,Customer#000002675,"0PkG ELwBIgU4AsNcjDc5Q,9Gj",40,33-108-680-4317,6875.121816983,BUILDING,cial instructions. accounts nod special accounts. slowly even deposits belie
2676,Customer#000002676,"G0, q8c6vBykpiLvcuSJLYvqE",25,16-566-251-5446,9876.986031652317,MACHINERY, somas use-- slyly express foxes wake quickly blithely iro
2677,Customer#000002677,WcOint654aJStnQWSgAAtI,32,28-987-505-1842,5983.882522216994,FURNITURE,s against the furiously special packag
2678,Customer#000002678,"mBaNGEJoY2tgXD60V2DEO ajjoM3Zd,Jp",8,18-676-152-4849,1461.6753747023165,MACHINERY,ainst the ideas nag fluffily according to 
2679,Customer#000002679,9RfNXUJivKTonL2bp1eG5IT,35,20-415-457-4421,2020.7095514138937,FURNITURE,al packages haggle always. daringly bold inst
2680,Customer#000002680,"AfP6tFNz1Eu4buoUd,HrZAld340 xz2wbQ2",41,12-115-571-7897,7935.559738429656,HOUSEHOLD,press orbits affix furiously pending packages. courts alongsi
2681,Customer#000002681,CgtcDDYMnvsgI1uozRj,45,33-360-732-3579,331.9193167657059,MACHINERY,s cajole furiously among the ironic deposits. carefully bold pinto beans wake carefully against the carefully
2682,Customer#000002682,3rchTZwilGpffMz1MfpnkFfWBtOIdgmvvS1E7sJj,37,30-741-794-9826,6340.419799600276,HOUSEHOLD,equests. deposits cajole quickly slyly spe
2683,Customer#000002683,3vlJp0W8cniEXV,12,22-855-455-1154,5720.485342445081,HOUSEHOLD,"sleep carefully quick pinto beans. packages hinder beneath the instructions? ironic, unusual theodoli"
2684,Customer#000002684,Xyge4DX2rXKxXyye1Z47LeLVEYMLf4Bfcj,21,31-101-672-2951,8506.218947157342,MACHINERY,"ic, unusual theodolites nod silently after the final, ironic instructions: pending r"
2685,Customer#000002685,60zzrBpFXjvHzyv0WObH3h8LhYbOaRID58e,22,32-503-721-8203,9644.399190681013,HOUSEHOLD,s requests nag silently carefully special warhorses. special accounts hinder slyly. fluffily enticing
2686,Customer#000002686,"cWONXs2Vx30bkgYoCkx7LrJH,E",12,22-132-906-1117,333.56779196674864,BUILDING,"ng to the stealthy, final courts cajole carefully alongside of the gifts? regular ideas above the furiously express "
2687,Customer#000002687,"qCQsFELZ3W hlmi,zOHBcZGo0PZl3jbFu1jsijqE",42,31-757-951-9827,2927.494477977092,HOUSEHOLD,le furiously express instructions. ideas hag
2688,Customer#000002688,F7 m0JwiCABmbJLPQpCJ2,6,16-713-144-2780,3976.4752460878262,AUTOMOBILE,"g the carefully express dolphins: special, pending packages affix after the packa"
2689,Customer#000002689,"ZsiaboMOOV,aGwWUpfE",46,21-553-425-9152,-585.5152037635581,AUTOMOBILE,"telets. ironic platelets cajole carefully; bold, special instructions unwind blithely regular somas. carefully "
2690,Customer#000002690,"uR,wEaiTvo4",12,22-344-885-4251,950.8693166506561,FURNITURE,eposits. furiously regular requests integrate carefully packages. furious
2691,Customer#000002691,wDJTteyausmZswQAFQot,16,26-400-312-6496,-1620.5625506292454,MACHINERY,efully enticing pinto beans. final pack
2692,Customer#000002692,7A2MhrNtsA,24,34-559-605-2237,5867.777301787446,BUILDING,lithely ironic dependencies haggle quickly b
2693,Customer#000002693,8gman6hzpuKUsX7mKU9katXpP1ia,15,25-116-108-3791,6735.234791318295,MACHINERY,"lent, final accounts cajole fluffily special requests. deposits around the fluffily even packages "
2694,Customer#000002694,dWd3MhPQY3,35,20-571-787-3958,3802.861909039458,FURNITURE,express foxes are quickly blithely bold 
2695,Customer#000002695,"2cTZiS4ulZ74edT,RmDnh4ZaCrphMMh Ff2",5,15-940-483-5702,103.03459023113521,HOUSEHOLD,old dependencies. pains haggle fluffily carefull
2696,Customer#000002696,l3LM2d2T1n c7yI4sOfpEbbd540qO66A4MARk,13,23-640-395-7009,5597.044899958178,AUTOMOBILE,eposits up the carefully bold requests mo
2697,Customer#000002697,KmMC1nd5iOXTRlhzMu13Wtx,15,25-342-269-3824,3966.843767749435,BUILDING,yly at the blithely regular excuses. carefully thin pinto beans boost slyly furiously regu
2698,Customer#000002698,K5sID 6zGPrYdfoADUq4kidlPgF3,38,13-119-903-3814,7052.526877749358,AUTOMOBILE,even requests among the blithely regular pinto beans use across the ironic accounts. slyly ironic
2699,Customer#000002699,"WN7onCgcC,,Lt4dC4C f7SCgnHWSjeTUp",18,28-575-379-5893,9827.825485337473,BUILDING,y across the regular dependencies. fur
2700,Customer#000002700,HV0YB82MWw93 9K,43,30-776-366-5869,2717.728421017474,BUILDING,"ideas wake. fluffily ironic packages hang furiously above the regular, even platelets; packages haggle slyly "
2701,Customer#000002701,dxzjW0gykcG2kJ gN8hZV02q6U5T6uVNfP,20,30-716-117-6066,8827.539589095262,HOUSEHOLD,ng the ironic accounts. regular requests across the quickly bold deposits wake carefully across the
2702,Customer#000002702,9jgCxRufEbwbGwW0PmG1RDIOwCUYlHs8z,29,17-283-610-6143,2971.5905759653215,BUILDING,"mas cajole furiously across the fluffily special deposits. pending foxes sleep regular, silent packages. ironic pla"
2703,Customer#000002703,"L8P98o,xq9E78kmuadw,Z7Rwy",34,20-492-863-1129,1803.5346575077426,HOUSEHOLD," busy deposits. careful, bold foxes eat furiously according to the final as"
2704,Customer#000002704,3T2A1uo8mCqTeO LTW8atjLBLO12nh6lyl,8,18-588-456-4616,3251.458798635036,AUTOMOBILE,to beans sleep according to the fluffily regular instructions. 
2705,Customer#000002705,KNE6mpW69IgTjVN,42,31-389-883-3371,8458.605297096663,BUILDING,"blithe, even ideas. fluffily special requests wake. c"
2706,Customer#000002706,dnxjCYwhuSHx 9KX38nV0R16fG,22,32-119-346-2028,7385.678073738822,AUTOMOBILE,"equests shall boost furiously special pinto beans. express, ironic ideas sleep across the ironi"
2707,Customer#000002707,hwJIFpxofea6CLEbWZFsWUxNrGFLANp,46,21-100-538-9635,3974.1389616549086,MACHINERY, furiously enticingly final foxes. pending requests wake quickly according to the slyly regu
2708,Customer#000002708,1MqWuuRVM5y5NlT1kakwke,4,14-983-203-6472,2648.896462733288,HOUSEHOLD, regular theodolites. brave platelets
2709,Customer#000002709,MrDN0cvhoLZ ioRLZCR hPcY4WvILz2,38,13-839-360-1866,6727.341677592666,MACHINERY,ironic instructions: ironic pinto beans acros
2710,Customer#000002710,N9NSGc0Bj6FlSw3d9k GI7VAd1jW,8,18-148-790-2039,9164.146021222541,BUILDING,lithely according to the fluffily silent patterns. furiously fin
2711,Customer#000002711,o9o6lky2KYgFZ2cSx5lyFQYufM1i1d,2,12-154-975-6824,1446.330142965451,AUTOMOBILE,beans integrate fluffily. carefully final pinto beans wake furiously even pint
2712,Customer#000002712, QD7s2P6QpCC6g9t2aVzKg7y,26,29-213-663-3342,1089.6831390762482,MACHINERY,ly alongside of the quickly blithe ideas. quickly ironic accounts haggle regul
2713,Customer#000002713,Q0uJ1frCbi9yvu,39,17-905-805-4635,1957.5227030073488,AUTOMOBILE,fully along the carefully pending Tiresias; special packages along the carefully special deposits try to
2714,Customer#000002714,AEgBZGLmuMqe7Gqh1,30,30-151-388-7118,9593.967897792887,BUILDING,accounts. ironic packages cajole furiously; quickly pending requests lose quickly carefully bold deposits. 
2715,Customer#000002715,Ay52vCrTXsSmp7TmQ1kujvuItfLGx,0,10-401-786-6040,6719.689225929774,HOUSEHOLD,g to the even dependencies. accoun
2716,Customer#000002716,"uNhM,PzsRA3S,5Y Ge5Npuhi",24,34-403-631-3505,3927.3086002331315,FURNITURE,affix. instructions are furiously sl
2717,Customer#000002717,usrG6ohdPROyd98c9,40,33-869-990-3946,1062.1766313009207,AUTOMOBILE,"ickly alongside of the express, express ideas. sly"
2718,Customer#000002718,"4K6h0pYH,bg2FS5cYL,qqejhvp7EfTlBjRjeVPkq",48,11-980-134-7627,3371.499231452524,BUILDING," final requests cajole after the ironic, bold instructio"
2719,Customer#000002719,FBVbCpEVaFaP8KogqQO2VuXeVx,15,25-621-225-8173,2411.746523342874,HOUSEHOLD,encies. requests nag carefully. regularly final accounts h
2720,Customer#000002720,"wyXvxD,4jc",35,20-337-488-6765,2857.8250338222347,FURNITURE,e carefully blithely pending platelets. furiously final packages dazzle. ironic foxes wake f
2721,Customer#000002721,"Dh 6jZ,cwxWLKQfRKkiGrzv6pm",32,28-247-803-9025,6877.197036453297,AUTOMOBILE," instructions cajole even, even deposits. finally bold deposits use above the even pains. slyl"
2722,Customer#000002722,DeQxsCxixT8RQ7JV6mddRYGDGQ2WM94,24,34-193-143-1425,626.5777851363036,BUILDING,"counts. blithely permanent deposits wake slyly! unusual, even theodolites u"
2723,Customer#000002723,"B3OhbH0MRJE,F0Lc7Jq0Ttv3",44,11-742-434-6436,-1145.0183258162901,FURNITURE,y ironic instructions are quickly about the slyly silent pinto beans. quickly final dependenci
2724,Customer#000002724,JJMbj6myLUzMlbUmg63hNtFv4pWL8nq,14,24-485-422-9361,9043.540205332793,BUILDING,egular requests. ironic requests detect furiously; deposits ha
2725,Customer#000002725,",e0q82drO rgVHXHrJRQ0GDrRoUOl",47,15-826-508-1218,1673.8475983408578,FURNITURE,d foxes against the furiously special packages snooze blithely quickly 
2726,Customer#000002726,qRT7WRrnykLDfTc5Ei,44,11-519-832-9913,8037.301585637266,BUILDING,ts use blithely blithely regular theodolites. even requests after the
2727,Customer#000002727,"j3vjr0 n,pJFG4gIOtC",41,12-702-315-6637,2625.488450497274,HOUSEHOLD,lly. furiously quick deposits haggle quickly regular packages. pinto 
2728,Customer#000002728,jYaDdfxAlL1aVKPfN,19,29-627-844-1293,8626.40607513272,FURNITURE,ages integrate carefully. sometimes even sheaves wake sometimes unusual ac
2729,Customer#000002729,FIis0dJhR5DwVCLy,0,10-918-863-8880,-228.48729055840624,AUTOMOBILE,"ts cajole quickly according to the pending, unusual dolphins. special, ironic c"
2730,Customer#000002730,"NMzgtdV zCuRIMK0vV,DP9ynDd6Z9X3T",30,30-320-481-3076,4466.77990461594,MACHINERY,ronic requests haggle blithely. slowly ironic ideas against the fluffily 
2731,Customer#000002731,ACMrkbcf3a2J3aobVEmU5hGnHuc,1,11-232-719-3610,2784.9225055074908,BUILDING, ironic asymptotes are. slyly bold realms alongside of the fluffily specia
2732,Customer#000002732,9pTq4gggfKoSqQetn0yJR,16,26-370-660-6154,5555.162377847071,MACHINERY,osits nag furiously final accounts. silent pack
2733,Customer#000002733,dxzjW0gykcG2kJ gN8hZV02q6U5T6uVNfP,49,30-716-117-6066,8353.03652527046,HOUSEHOLD,ng the ironic accounts. regular requests across the quickly bold deposits wake carefully across the
2734,Customer#000002734,viRe1P6HiyL4LXpU7HPwu,15,25-329-655-5068,8034.008991169855,BUILDING,yly ironic requests cajole pending pla
2735,Customer#000002735,Hp8GyFQgGHFYSilH5tBfe,12,22-603-468-3533,7479.5411198902,FURNITURE,"y. accounts sleep ruthlessly according to the regular theodolites. unusual instructions sleep. ironic, final"
2736,Customer#000002736,"QxpCVhq2x0PwW,zgZ AEuFkgb50ryGM",20,30-117-472-8751,9644.730582361202,HOUSEHOLD,ily final instructions. pending foxes detect doggedly accor
2737,Customer#000002737,"OCLSZuXw1AEK NLvlofMkuK,YNe,bJD40a",22,32-459-427-9559,7392.142628730966,FURNITURE,"ges integrate express, even ideas"
2738,Customer#000002738,"z,dN83fETWpkJkoR",27,24-860-751-6688,2640.405786438426,BUILDING,ndencies against the carefully even accounts cajole carefully quickly regular packages. even fox
2739,Customer#000002739,"6wzEKPyZE9dmBCJZ8e7x7fiiK,k",44,11-917-786-9955,7804.906583257925,BUILDING,nal dolphins: blithely bold gifts wake slyly afte
2740,Customer#000002740,ApUL7bgFMUXGXewpoQyQOSnLeL9Vc1rrkW ,37,30-235-130-1313,7365.137136092696,FURNITURE,dolphins after the slyly ironic packages boost furiously among the furiously pending theodolites. bl
2741,Customer#000002741,IXRSpVWWZraKII,42,31-952-552-9584,8782.779321737973,AUTOMOBILE,ithely even accounts detect slyly above the fluffily ir
2742,Customer#000002742,lE07lPMzVzMhG9CUC54uPwGw3BWO,21,31-716-397-1854,7840.34308466193,AUTOMOBILE,quests sublate blithely blithely special dependencies. excuses use busily express pinto bea
2743,Customer#000002743,ss AgOrB5VFubLk bsmTgbw2ddJD,0,10-728-355-4532,4023.4288402445204,BUILDING,ckages haggle: quickly regular ideas are after the furi
2744,Customer#000002744,dD32Q8kL6KW,2,12-594-508-9621,4548.251751922375,AUTOMOBILE, special packages boost across the even accounts. ironic accounts serv
2745,Customer#000002745,5OS0edX2Y6B1cf9wJNuOQWgrrZccXk9,9,19-723-913-3943,9628.750155036718,AUTOMOBILE, regular foxes above the theodolites haggle 
2746,Customer#000002746,FbV 8Ug9GkSfMde5b,24,34-947-154-7032,7106.058229158024,MACHINERY,carefully quiet requests lose slyly. quickly final pinto beans haggle bli
2747,Customer#000002747,KEyFI2gYMZrSVbMMMIf,34,20-774-197-6595,8424.49271360094,BUILDING,fter the blithely regular pinto beans. express asymptotes sleep special pa
2748,Customer#000002748,xKdAl6HSWvAmptzHgQHX3cMmxZDhfyrMqx,23,33-687-917-3598,6214.835105395067,BUILDING,iously quickly silent ideas. blithely pending pinto beans except t
2749,Customer#000002749,"kqRGW2JQtTM,a6 DzJMgcU9U",24,34-718-798-7751,9279.99461268087,MACHINERY,ly silent ideas. fluffily even packages boost carefully fur
2750,Customer#000002750,9sPt6a66R0eCRVYh9QrF8zjxNWFFk8KU,29,17-408-450-8891,4788.043481288506,BUILDING,rding to the final instructions. carefully final accounts wake along the carefully careful pinto beans. re
2751,Customer#000002751,4jAtwsWIITPzhTIx7jblhjp9aAzejEGnu,38,13-693-138-5884,1467.9227664286573,BUILDING,ithely daring ideas? regular requests wake slyly ag
